account,site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
ALL,ILTV,ILTV0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,INFN,INFN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,INFW,INFW0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,INSG,INSG0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,INVO,INVO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,IRBA,IRBA0xIRL,IRL,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,IRCO,IRCO0xIRL,IRL,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,IRDU,IRDU0xIRL,IRL,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,IREN,IREN0xIRL,IRL,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,IRLD,IRLD0xIRL,IRL,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,IRWA,IRWA0xIRL,IRL,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITAL,ITAL0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITAN,ITAN0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITAP,ITAP0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITBI,ITBI0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,14400,0,
ALL,ITCA,ITCA0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITCI,ITCI0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITDO,ITDO0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITFO,ITFO0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITLE,ITLE0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITMA,ITMA0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITMI,ITMI0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITMS,ITMS0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITPT,ITPT0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITRA,ITRA0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITRG,ITRG0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITRS,ITRS0xITA,ITA,EU,99.306,85860,600,0,stable,85860,600,15660,0,
ALL,ITSA,ITSA0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITSC,ITSC0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITSL,ITSL0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,3120,0,
ALL,ITSP,ITSP0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITTE,ITTE0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITTP,ITTP0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITTR,ITTR0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ITVE,ITVE0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPAB,JPAB0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPAG,JPAG0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPAK,JPAK0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPBK,JPBK0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPCH,JPCH0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPES,JPES0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPFH,JPFH0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPFJ,JPFJ0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPGA,JPGA0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPGY,JPGY0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPHG,JPHG0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPHJ,JPHJ0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPHZ,JPHZ0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPIK,JPIK0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPJT,JPJT0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPKC,JPKC0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPKI,JPKI0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPKM,JPKM0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPKO,JPKO0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPKR,JPKR0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPKT,JPKT0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPKZ,JPKZ0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPMA,JPMA0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPMB,JPMB0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPMG,JPMG0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPMI,JPMI0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPMM,JPMM0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPMS,JPMS0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPMY,JPMY0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPNA,JPNA0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPNE,JPNE0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPOB,JPOB0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPOD,JPOD0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPOK,JPOK0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPOT,JPOT0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPRF,JPRF0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPSD,JPSD0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPSM,JPSM0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPSR,JPSR0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPSU,JPSU0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPSW,JPSW0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPTA,JPTA0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPTB,JPTB0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPTD,JPTD0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPTG,JPTG0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPTH,JPTH0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPTJ,JPTJ0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPTO,JPTO0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPTS,JPTS0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPTT,JPTT0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPUJ,JPUJ0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPUS,JPUS0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPWK,JPWK0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPYA,JPYA0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPYI,JPYI0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPYK,JPYK0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,JPYT,JPYT0xJPN,JPN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KSAB,KSAB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KSGL,KSGL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KSHU,KSHU0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KSKA,KSKA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTCR,KTCR0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTG1,KTG10xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTG2,KTG20xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTGB,KTGB0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTGH,KTGH0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTGJ,KTGJ0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTGN,KTGN0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTGY,KTGY0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTHM,KTHM0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTHS,KTHS0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTHY,KTHY0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTIS,KTIS0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTJJ,KTJJ0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTJP,KTJP0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTSG,KTSG0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTUJ,KTUJ0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTUS,KTUS0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTYG,KTYG0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTYJ,KTYJ0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KTYY,KTYY0xKOR,KOR,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KYME,KYME0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,KYPD,KYPD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,LAB0,LAB00xUSA,USA,NA,100.000,518760,0,0,stable,518760,0,0,0,
ALL,LADE,LADE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,LAOD,LAOD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,LARS,LARS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,LASP,LASP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,LVVM,LVVM0xLVA,LVA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MASG,MASG0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MDBA,MDBA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MDFL,MDFL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MEEW,MEEW0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MEMW,MEMW0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,14400,0,
ALL,MEPL,MEPL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MIAL,MIAL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MIDB,MIDB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MIGB,MIGB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MIGR,MIGR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MIMI,MIMI0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MIMK,MIMK0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MINB,MINB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MIPT,MIPT0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MIUP,MIUP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MNAE,MNAE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MNAS,MNAS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MNGM,MNGM0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MNMH,MNMH0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MNSC,MNSC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MNSP,MNSP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MNWN,MNWN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MNWR,MNWR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MOCF,MOCF0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MOJP,MOJP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MOMC,MOMC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MOWB,MOWB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MSLL,MSLL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MSPG,MSPG0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MTCO,MTCO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MTDD,MTDD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MTFH,MTFH0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MTGE,MTGE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MTGR,MTGR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MTHN,MTHN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MTHT,MTHT0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,MTPL,MTPL0xUSA,USA,NA,97.849,84600,1860,0,stable,84600,1860,0,0,
ALL,MTTF,MTTF0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NCMR,NCMR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NCMV,NCMV0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NCNB,NCNB0xUSA,USA,NA,0.000,0,86460,0,offline-entire-window,0,86460,0,0,
ALL,NCTC,NCTC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NDDL,NDDL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NDJT,NDJT0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NDLB,NDLB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NDLS,NDLS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NDMN,NDMN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NDNN,NDNN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NEAL,NEAL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NEBT,NEBT0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NEGI,NEGI0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NENF,NENF0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NENP,NENP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NESN,NESN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NEVT,NEVT0xUSA,USA,NA,99.237,85800,660,0,stable,85800,660,0,0,
ALL,NHHT,NHHT0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,43200,0,
ALL,NJMM,NJMM0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NLBR,NLBR0xNLD,NLD,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NLMM,NLMM0xNLD,NLD,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NLUL,NLUL0xNLD,NLD,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NMDE,NMDE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NMGP,NMGP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NMRN,NMRN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NMRR,NMRR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NMTC,NMTC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NMTM,NMTM0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOAL,NOAL0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOBE,NOBE0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOBR,NOBR0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOGE,NOGE0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOHA,NOHA0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOKR,NOKR0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOKU,NOKU0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOLF,NOLF0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NONO,NONO0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOPG,NOPG0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NORO,NORO0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOSE,NOSE0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOSV,NOSV0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOTR,NOTR0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOVA,NOVA0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NOVI,NOVI0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NVCA,NVCA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NVEL,NVEL0xUSA,USA,NA,99.237,85800,660,0,stable,85800,660,0,0,
ALL,NVLV,NVLV0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NVMQ,NVMQ0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NVPP,NVPP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NVRO,NVRO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NVRP,NVRP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NVTN,NVTN0xUSA,USA,NA,0.000,0,86460,0,offline-entire-window,0,86460,0,0,
ALL,NVVL,NVVL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NVWW,NVWW0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NYAN,NYAN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NYCT,NYCT0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NYNB,NYNB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,NYSJ,NYSJ0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,OHCL,OHCL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,OHGB,OHGB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,OHLG,OHLG0xUSA,USA,NA,0.000,0,86460,0,offline-entire-window,0,86460,0,0,
ALL,OHOT,OHOT0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,OKAL,OKAL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,OKAR,OKAR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,OKGU,OKGU0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,OKMC,OKMC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,OKOK,OKOK0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,OKTA,OKTA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ORAS,ORAS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ORBC,ORBC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ORBD,ORBD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ORBR,ORBR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,OREU,OREU0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,ORPD,ORPD0xUSA,USA,NA,0.000,0,86460,0,offline-entire-window,0,86460,0,0,
ALL,ORRB,ORRB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
